UniqueCount	AmbigCount
81	0
31	0
116	0
2085	2469
43	0
37	0
7	0
9	0
72	0
97	0
33	0
9	0
15	0
138	0
195	0
3	0
54	0
2	0
23	0
15	0
107	0
19	0
20	0
35	1
17	0
24	0
82	0
65	0
39	0
20	0
11	0
5	0
337	0
16	0
7	0
413	0
51	0
4	0
25	0
34	0
14	0
116	0
12	0
14	0
12	0
162	0
63	0
77	0
96	0
45	0
49	0
4	0
17	0
243	0
83	0
46	0
14	34
0	0
41	0
35	0
13	0
59	0
12	0
0	297
0	1
18	0
38	0
7	0
20	0
1	1
5	0
9	0
3	0
1	0
0	0
0	1
6	0
56	1
18	39
0	1
6	0
0	33
311	0
212	6
458	81
108	0
35	0
57	0
260	0
31	0
26	0
9	0
133	1
1	0
23	0
427	0
19	0
238	0
22	0
23	0
69	0
35	0
359	0
18	0
59	0
1	0
40	0
209	169
78	0
235	0
403	0
11	0
55	0
164	0
65	0
21	0
64	0
19	0
165	0
20	0
66	0
506	0
34	0
101	0
0	0
907	0
20	0
313	0
53	0
144	0
158	0
80	0
12	0
21	0
82	0
33	0
227	0
44	0
41	0
45	0
67	0
1646	0
145	0
105	0
13	0
14	0
72	539
19	0
173	0
188	0
195	0
86	0
27	0
21	5
13	0
74	3
93	0
172	0
78	115
76	0
33	0
91	0
469	0
479	0
32	0
25	0
21	0
42	0
2745	0
139	0
40	0
85	0
48	0
90	0
60	0
57	0
127	0
22	0
63	0
28	0
20	0
100	0
91	0
53	0
323	712
587	313
437	0
8	0
45	0
84	0
67	0
52	0
5	0
5	10
0	8
18	0
15	0
65	0
214	0
387	0
50	0
20	0
25	0
18	0
67	380
65	0
34	0
205	0
89	0
51	0
31	0
624	0
3	0
38	0
14	0
32	0
73	0
21	0
77	0
102	0
55	39
171	0
214	0
438	0
115	0
596	0
57	0
340	0
73	0
52	0
288	0
37	0
14	0
34	0
27	0
39	0
14	0
27	0
43	0
2	17
17	0
28	0
2314	0
92	0
58	0
28	0
27	0
278	0
99	0
67	0
152	0
433	0
45	0
40	0
2	0
225	0
22	0
112	0
23	119
25	0
6	5
8	10
66	0
71	0
28	0
42	0
81	0
695	0
34	0
37	0
17	0
185	0
233	0
12	0
73	0
99	0
34	0
232	0
193	13
174	0
129	0
374	0
0	5183
49	0
133	0
226	0
168	0
73	0
36	0
594	0
304	0
40	0
46	0
41	0
18	0
32	0
56	0
22	0
56	0
35	0
39	0
327	0
425	0
14	0
49	0
71	0
54	0
89	0
109	0
178	0
312	0
54	1
139	0
22	0
13	0
40	0
34	0
31	0
17	0
47	0
69	0
26	0
43	0
217	0
35	0
34	0
32	0
36	0
17	0
15	0
1371	0
35	0
20	0
141	0
229	0
16	0
17	0
249	0
190	0
17	0
96	329
23	0
174	0
9	0
63	0
9	0
27	0
8	0
261	23
179	87
31	0
17	0
4	0
15	0
417	0
3	0
130	0
125	0
37	0
26	0
31	0
118	0
19	0
51	0
65	0
126	0
23	0
33	0
20	0
6	0
268	0
84	0
34	0
6	0
336	32
2	5
4	5
124	0
135	0
7	0
61	0
53	0
19	0
63	0
484	0
26	0
27	0
115	0
106	0
34	0
77	0
35	0
37	0
25	0
61	0
30	0
16	0
5	0
157	0
16	0
23	0
42	0
102	0
15	0
52	0
23	0
50	0
22	0
54	0
317	0
52	0
11	0
16	0
62	0
23	0
108	0
107	0
23	0
18	0
17	24
94	0
164	0
21	0
20	0
24	0
90	0
22	0
56	0
84	0
39	0
166	0
42	0
29	0
69	0
133	0
98	0
33	0
1432	0
284	0
32	0
61	0
237	0
16	0
16	0
42	0
45	0
5	0
52	23
247	0
4	32
0	6
140	732
38	0
14	0
21	0
15	0
11	0
87	0
19	0
74	0
66	0
7	0
100	0
45	0
0	1722
0	302
80	0
235	0
10	0
47	0
6	0
148	0
39	0
15	0
31	0
66	0
715	0
15	0
16	0
34	0
54	0
367	14
17	14
361	0
12	0
58	0
9	0
1	0
32	0
124	0
70	0
54	0
58	0
20	0
41	0
74	0
134	43
60	0
62	0
14	0
12	0
9	0
180	325
1	14
0	12
1	10
3	0
44	0
90	0
83	0
24	0
9	0
114	0
60	0
5	0
170	0
470	0
30	0
7	0
80	0
62	0
1	0
13	0
26	0
8	0
3059	0
41	0
16	0
64	0
14	0
3	0
4	0
69	0
228	71
46	0
278	0
22	0
49	0
58	0
28	0
28	14
89	1
6	0
18	0
1	0
44	0
23	0
4	3
0	3
13	0
8	0
52	0
11	0
20	0
7	0
10	0
39	0
1	0
30	0
6	0
20	0
1	0
69	0
34	0
10	0
17	0
10	0
18	0
75	0
20	0
119	0
53	0
35	0
24	0
129	0
18	0
18	0
106	0
86	0
232	0
10	0
60	0
0	325
192	0
19	0
1	0
2	0
1	0
11	2
0	7
0	0
0	0
0	37
27	0
37	0
131	0
91	0
17	0
41	0
26	0
210	3
2401	0
1356	0
311	0
93	0
52	0
24	0
19	0
20	0
19	0
69	0
39	0
37	0
24	0
324	0
53	0
68	0
255	0
8	0
12	0
268	0
46	0
296	0
347	8
1	0
39	8
95	0
38	0
2247	1
11	0
39	0
61	0
69	0
47	0
25	0
29	0
1	0
4	10
137	0
204	0
104	0
41	0
90	40
77	0
31	0
19	0
75	0
